ID,datetime,siteid,offerid,category,merchant,countrycode,browserid,devid,click
IDSAVISiu,2017-01-14 15:39:35,6563054.0,13576,95113,65017662,a,Firefox,Mobile,0
ID7D4ceeQ,2017-01-18 20:54:57,8305571.0,704867,28270,47079934,a,InternetExplorer,Desktop,1
IDz1lufKJ,2017-01-16 02:14:52,1278753.0,126540,24888,65017662,f,Edge,Tablet,0
IDM1j0Zg6,2017-01-18 13:22:20,4951138.0,137631,41640,74868704,d,Mozilla Firefox,,1
IDljAt7fp,2017-01-15 10:24:39,4812028.0,464024,45620,31388981,d,,Desktop,0
ID77y1cjm,2017-01-18 15:44:44,2936911.0,454041,80524,1084693,c,InternetExplorer,,1
IDpLinwHs,2017-01-12 06:14:54,3983655.0,177669,6906,98830533,c,,Desktop,1
ID7n9JNCO,2017-01-18 11:25:21,,60443,40339,90276693,d,Google Chrome,Mobile,1
IDHY2hCAy,2017-01-16 10:45:57,,23343,1678,15961717,b,Opera,Mobile,1
IDKLt9WKz,2017-01-19 17:50:21,3323896.0,695534,15912,62201833,b,Firefox,Mobile,0
ID7KRH2eh,2017-01-11 03:09:52,2095885.0,200953,42227,1436904,b,Google Chrome,Mobile,1
IDxL2oLOc,2017-01-17 11:38:44,6951266.0,918853,46450,54630329,b,Firefox,Mobile,0
IDsNwPMy2,2017-01-12 03:44:08,3270398.0,406978,904,58604466,b,Firefox,Mobile,0
IDg2IVFTb,2017-01-10 11:54:02,,378055,9764,7864011,b,IE,Mobile,0
IDlxyBICW,2017-01-10 17:36:42,4831094.0,816271,76239,61204530,b,,Desktop,0
IDAFbp88k,2017-01-19 06:54:45,4781719.0,269990,6906,99510044,c,Edge,Tablet,0
IDDxoboX6,2017-01-20 15:59:36,,650191,25491,15961717,b,Edge,Tablet,0
IDvQTgvv3,2017-01-12 12:33:44,,210954,50584,74363610,b,Firefox,Mobile,0
IDgRbNRna,2017-01-11 19:41:57,4409551.0,341434,36768,78406516,b,,,0
IDB4W0qez,2017-01-10 15:04:19,1483426.0,613554,40339,1189152,c,Google Chrome,,1
IDz8VvXwx,2017-01-10 18:57:54,4983938.0,726619,8414,15961717,b,Google Chrome,Mobile,1
IDcK0BOan,2017-01-20 16:54:44,7268388.0,206090,44388,26391770,b,Edge,,0
IDxNjDAe8,2017-01-20 03:09:03,,475882,25491,79474990,b,Mozilla Firefox,Desktop,0
IDneqtbSX,2017-01-10 17:45:39,9963005.0,968875,24888,81758577,b,Mozilla,Desktop,0
IDhWIrcdS,2017-01-17 00:14:02,8026645.0,57945,80554,26391770,b,Firefox,Mobile,1
IDhH6F30P,2017-01-19 15:33:53,4605906.0,740698,21407,17488931,d,Edge,,0
ID3Qzh3rg,2017-01-11 10:22:23,,581242,5602,72451969,d,Opera,Mobile,1
ID1W2OHS2,2017-01-17 16:29:22,2543963.0,466003,35368,54692138,d,InternetExplorer,,1
IDNRfIIWw,2017-01-16 20:38:08,,475142,71441,7122654,c,Google Chrome,,1
IDN7MPOwe,2017-01-20 15:00:08,3397508.0,32206,26162,47079934,a,InternetExplorer,Desktop,1
IDm28Cwm7,2017-01-14 20:37:20,3990150.0,307605,6906,99510044,e,InternetExplorer,Desktop,1
IDesMYJps,2017-01-15 20:45:29,,980656,54343,71193712,b,Google Chrome,Mobile,1
IDsBnDV9C,2017-01-20 07:00:28,7930294.0,359396,42227,43526789,a,InternetExplorer,Desktop,0
IDdcPIb4B,2017-01-15 11:08:42,6340961.0,413384,80554,15322811,f,Mozilla,Desktop,0
IDHJVlY6b,2017-01-14 14:02:08,,612374,10345,26461535,a,Firefox,Mobile,0
IDCLiUd7Z,2017-01-19 12:56:01,5265514.0,954605,33949,48644561,b,InternetExplorer,Desktop,0
IDsPiGV4B,2017-01-14 16:54:59,2209324.0,886868,20665,27723861,b,Mozilla Firefox,Desktop,0
IDye8EiVX,2017-01-11 15:39:41,7565100.0,803436,64452,92640312,a,Edge,Tablet,0
IDoJvZpNI,2017-01-20 15:57:22,7055294.0,331057,2308,91553313,c,InternetExplorer,Desktop,1
IDpGgeDon,2017-01-17 08:01:27,1144662.0,172933,70409,43770446,e,Safari,Tablet,0
ID9nfBAVq,2017-01-16 13:48:30,9394935.0,664211,11837,43526789,a,InternetExplorer,,0
IDwbflELr,2017-01-12 12:29:55,,38365,41706,16943535,a,Firefox,Mobile,0
IDdw75XnO,2017-01-14 13:22:36,186977.0,847506,5602,80653536,b,Firefox,Mobile,0
IDnUUX5p9,2017-01-20 15:27:07,9295033.0,342795,1678,43526789,a,Chrome,Desktop,0
ID6232B4D,2017-01-10 10:33:49,4088773.0,763700,82396,9556126,c,InternetExplorer,Desktop,1
IDOd2qZjM,2017-01-17 11:59:55,6509513.0,714544,97863,56008048,d,Google Chrome,Mobile,1
IDYkqjgIJ,2017-01-20 07:37:31,,419780,87732,79906734,c,IE,Mobile,0
IDL6nbBHe,2017-01-11 10:51:14,,393039,92704,23588197,c,Google Chrome,,1
IDiEXBR91,2017-01-20 17:41:21,2226226.0,792842,11837,43770446,e,Firefox,Mobile,0
IDLUdFkt5,2017-01-17 15:10:56,7447906.0,672817,54343,3402198,f,Edge,Tablet,0
IDzqnvN37,2017-01-12 13:22:44,3502651.0,405742,2053,27723861,b,,Desktop,0
IDT8j0JAv,2017-01-20 14:30:39,947992.0,54378,96973,70239921,b,Edge,Tablet,0
IDPUqmaVE,2017-01-12 02:11:53,7446621.0,458087,26849,49384126,e,Chrome,Desktop,0
IDRxv5EGt,2017-01-13 12:50:20,3319992.0,677011,33638,4000296,c,Edge,,1
ID4RSnyp8,2017-01-13 07:35:43,,550575,40339,43452411,b,Firefox,,0
IDfyZS32S,2017-01-11 20:49:46,7820746.0,463293,34670,7122654,c,Google Chrome,Mobile,1
IDBOJGisC,2017-01-16 11:43:51,2201613.0,382869,40339,43452411,b,Firefox,,0
ID9jpnD9y,2017-01-18 16:32:58,,20873,42227,1189152,b,Firefox,Mobile,0
IDP5p8wD6,2017-01-12 17:30:48,6912345.0,196243,12211,58163546,e,IE,Mobile,0
IDn1wweDu,2017-01-20 22:32:02,2191535.0,464371,64452,38179337,c,Firefox,Mobile,1
IDSPU009U,2017-01-14 14:52:15,7336877.0,833735,8467,87903766,d,InternetExplorer,Desktop,1
IDmC9LLhl,2017-01-11 22:31:48,3430381.0,967443,40339,37135965,d,,,1
ID7A0UjDj,2017-01-11 17:29:04,6831767.0,983318,84987,62380234,f,Edge,Tablet,0
ID4Agj04y,2017-01-15 13:15:33,3505290.0,684981,48498,81968512,a,Edge,Tablet,0
ID5m29Jc6,2017-01-12 18:19:05,,438200,6906,98830533,b,Mozilla Firefox,Desktop,0
IDieVcx6b,2017-01-12 17:40:14,895037.0,127967,3037,62689217,d,Google Chrome,Mobile,1
IDGZzzKyV,2017-01-18 07:55:08,8626299.0,322467,40339,1189152,b,Firefox,Mobile,0
IDpSiH2nC,2017-01-17 11:16:34,5961264.0,470999,22023,48644561,c,Edge,Tablet,1
IDZ9Wt4oe,2017-01-20 15:38:29,5705733.0,23732,6906,99510044,a,Firefox,Mobile,0
IDUBTUrpT,2017-01-14 10:35:00,6778959.0,693469,21407,59584425,b,Edge,Tablet,0
IDUooCGyo,2017-01-16 06:43:15,1021808.0,215390,81229,81758577,b,,,0
IDXh8oIeC,2017-01-19 06:02:35,8896401.0,432428,33638,555603,c,Google Chrome,Mobile,1
IDxaFibkZ,2017-01-18 16:40:21,7435065.0,527657,2053,91553313,c,InternetExplorer,Desktop,1
IDrU7vsy1,2017-01-20 13:20:58,2803129.0,501770,48498,7864011,a,Mozilla Firefox,Desktop,0
IDQ1SFzxT,2017-01-16 19:30:14,8533182.0,821785,6906,99510044,d,Google Chrome,Mobile,1
IDXhcXp2w,2017-01-10 18:12:49,,388555,5602,60774669,b,Mozilla,Desktop,0
IDyJlXbNm,2017-01-17 14:52:23,3737860.0,12450,17118,17488931,b,Internet Explorer,Tablet,0
ID2wRVP6Y,2017-01-17 12:21:58,1044181.0,507349,33638,79906734,b,Mozilla Firefox,,0
IDaTc6gEq,2017-01-19 10:01:52,1641747.0,911798,42227,30860214,b,Firefox,Mobile,0
IDgYkrrmj,2017-01-18 22:16:50,1065661.0,457871,45620,31388981,a,InternetExplorer,Desktop,1
IDpbzxo8G,2017-01-14 11:59:08,5327136.0,625294,14960,86084476,f,Safari,Tablet,1
IDy84aWBU,2017-01-18 11:02:53,4984805.0,295954,40339,77046603,c,Google Chrome,Mobile,1
IDAZxWtWz,2017-01-11 17:17:01,,413878,6747,91553313,b,Edge,Tablet,0
IDTUaonkT,2017-01-19 13:07:16,8479414.0,168446,42227,95013373,b,Google Chrome,Mobile,1
IDqy6BlMI,2017-01-16 16:03:39,4235082.0,977614,61208,91553313,b,Safari,Tablet,0
IDmqZupJf,2017-01-11 02:32:31,4440995.0,698989,53956,16370981,b,Firefox,Mobile,0
IDGntuSyS,2017-01-16 18:14:00,,104755,1678,91553313,c,InternetExplorer,Desktop,1
IDo8SU4kd,2017-01-16 15:54:32,1781713.0,73464,54125,2835657,a,Edge,Tablet,0
IDSCIFCOg,2017-01-14 11:34:41,6960789.0,435166,6906,99510044,b,Google Chrome,Mobile,0
ID4rCP8Yb,2017-01-17 13:58:21,2031250.0,512498,42227,49384126,a,Mozilla Firefox,Desktop,0
IDT70WD4C,2017-01-14 07:48:20,4066020.0,24677,40339,37135965,a,IE,Mobile,0
IDEWc4CFA,2017-01-10 15:48:38,1617910.0,200052,11837,43179292,b,Google Chrome,Mobile,0
IDzoXeFd9,2017-01-17 07:47:47,,196516,71441,57977218,c,,Mobile,1
IDkSsAQK5,2017-01-15 02:40:37,4069363.0,243749,2053,27723861,a,Edge,Tablet,0
IDNNEhUym,2017-01-20 17:11:52,6491762.0,610269,45620,31388981,b,Edge,Tablet,0
ID2HOnClu,2017-01-10 13:56:52,4714191.0,528537,42227,1189152,b,Firefox,,0
ID7PK5soz,2017-01-20 15:47:34,9044896.0,767822,82877,38492160,c,Chrome,Desktop,1
IDw3huGJd,2017-01-11 07:21:38,7823030.0,890448,80319,18243870,a,InternetExplorer,Desktop,1
IDObkoE4q,2017-01-20 13:56:59,9069465.0,526395,89522,35888759,e,Mozilla Firefox,Desktop,0
IDOLxaBbr,2017-01-14 12:36:59,7663223.0,981780,82877,67290861,c,Edge,Tablet,0
IDYfebuTq,2017-01-10 11:04:58,,592505,904,2050923,d,InternetExplorer,Desktop,1
IDqNzOUde,2017-01-14 16:29:35,5264088.0,855880,82877,67290861,a,Edge,Tablet,0
IDEFrDp0z,2017-01-18 12:35:24,,856968,84974,87470165,b,Google Chrome,,0
IDcXbxuFn,2017-01-13 13:54:28,,829013,64452,59842226,e,InternetExplorer,,1
IDvU17LW5,2017-01-16 11:34:33,,902445,17714,29916445,f,Edge,Tablet,0
IDAHawYyf,2017-01-14 20:08:42,4751052.0,420609,31365,47079934,e,InternetExplorer,Desktop,1
IDFy9O7af,2017-01-12 13:28:12,6219902.0,441472,30580,67147700,f,Firefox,,0
ID8tgn0UT,2017-01-14 20:25:33,6037041.0,329595,73248,1436904,d,Chrome,Desktop,1
IDEDEWavJ,2017-01-12 15:30:58,7948429.0,395712,71441,7122654,b,Edge,Tablet,0
IDckFbZrp,2017-01-14 13:59:55,8881122.0,638483,34670,87807327,a,Edge,Tablet,0
IDtjA43Ea,2017-01-12 18:21:49,8061693.0,160989,80554,57977218,e,Google Chrome,Mobile,1
IDW0MZtXI,2017-01-14 15:53:11,3520896.0,29493,61208,39603421,c,Google Chrome,Mobile,1
IDuXIfnpZ,2017-01-19 12:23:16,2238836.0,891860,82396,26461535,d,Google Chrome,Mobile,1
IDToHoamh,2017-01-13 13:34:11,3202013.0,187393,55541,20301556,a,Firefox,Mobile,0
ID8LhC4zP,2017-01-13 17:37:25,9823196.0,967219,30580,67147700,a,Edge,Tablet,0
IDal8tCbI,2017-01-12 07:35:05,2430907.0,108913,35368,74868704,d,InternetExplorer,Desktop,1
IDPtdbqRY,2017-01-14 11:42:22,9497613.0,583881,6906,99510044,c,InternetExplorer,Desktop,1
IDI93YE36,2017-01-10 17:16:19,6636534.0,758592,14960,24374189,e,Google Chrome,,1
ID7wijRYS,2017-01-19 16:03:17,3230001.0,944379,73248,50706198,a,Edge,Tablet,0
IDRIHDY4p,2017-01-20 06:44:53,265125.0,660805,17714,2050923,b,Mozilla,Desktop,0
IDeIK6mDw,2017-01-15 07:59:03,1658664.0,205543,40339,37135965,c,InternetExplorer,Desktop,1
IDivLNHL0,2017-01-18 23:16:21,1495000.0,76776,48498,77046603,d,,Mobile,1
IDBZlnAXq,2017-01-12 12:20:14,5887316.0,601355,43897,83172146,d,Google Chrome,Mobile,1
IDQGsC0tA,2017-01-17 21:13:38,5470841.0,322257,37718,26461535,f,Internet Explorer,Tablet,1
IDWnLuqzn,2017-01-10 17:08:08,5630163.0,648950,9764,37135965,c,InternetExplorer,Desktop,1
IDPsRfODy,2017-01-12 11:12:58,2212647.0,911213,33033,36994522,a,Edge,Tablet,0
ID08k5eQ8,2017-01-11 12:37:45,,308332,76239,50518283,d,InternetExplorer,Desktop,1
IDGXJdiio,2017-01-19 18:53:24,4622598.0,88095,49810,42581480,d,InternetExplorer,,1
ID4VJbLwb,2017-01-13 12:41:24,1230944.0,989115,71642,20301556,c,Google Chrome,Mobile,1
IDocqjhCk,2017-01-13 10:49:42,6466473.0,394057,41706,4000296,c,InternetExplorer,Desktop,1
IDn0n1vlR,2017-01-11 20:58:28,3109769.0,442263,6906,99510044,d,Mozilla Firefox,Desktop,1
IDahooLSB,2017-01-10 13:04:11,8820825.0,120438,17714,74363610,c,InternetExplorer,Desktop,1
IDV7CKEgN,2017-01-12 15:20:24,100248.0,704931,904,20301556,e,Mozilla Firefox,,0
IDtU6iQvq,2017-01-17 15:23:20,6833720.0,854228,3037,55358028,d,Chrome,Desktop,0
IDuBSl6L0,2017-01-10 13:11:09,88987.0,139633,97863,3156697,b,Edge,Tablet,0
IDU37z1xY,2017-01-14 11:55:51,,259347,87732,78406516,e,Google Chrome,Mobile,1
ID0XUq4zz,2017-01-12 10:35:41,5824422.0,185547,45287,20301556,d,,Tablet,1
IDb4m41po,2017-01-12 16:32:47,1883937.0,981167,904,20301556,a,Edge,,0
IDSWHrr8r,2017-01-17 11:10:32,4700573.0,545324,34670,6171136,a,Edge,Tablet,0
IDt81Co51,2017-01-18 08:04:16,2844852.0,270502,6906,99510044,b,Edge,,0
IDH3k6Cys,2017-01-18 08:25:17,9501960.0,229422,82877,67290861,d,Edge,,0
ID9nmMXxa,2017-01-12 11:26:41,3420294.0,963439,41706,4000296,b,Firefox,Mobile,0
IDO0gd0Nm,2017-01-18 12:37:30,3372588.0,540777,57029,26391770,e,Edge,Tablet,0
IDmC1V4LK,2017-01-10 13:32:00,8458578.0,772916,21380,41631117,d,Mozilla,Desktop,1
ID8NyNs5u,2017-01-16 12:59:51,,131900,17714,27723861,d,Internet Explorer,Tablet,1
IDMiGxHts,2017-01-13 12:55:04,5806911.0,298663,57029,20301556,a,Edge,Tablet,0
IDz2HSDLA,2017-01-11 17:09:56,5847918.0,741866,6906,99510044,c,Mozilla Firefox,Desktop,1
ID9sWIxs3,2017-01-14 07:10:59,98480.0,18009,17714,2050923,a,Edge,Tablet,0
IDYEO1Ywi,2017-01-20 15:59:12,5978477.0,803014,33638,80963339,a,,Tablet,0
IDDTaD8NG,2017-01-10 09:39:12,7986355.0,614456,54916,7864011,d,Firefox,Mobile,0
IDJIZ3ysx,2017-01-11 15:10:31,5302410.0,326807,6906,98830533,d,InternetExplorer,Desktop,1
IDQ6Sylni,2017-01-10 04:09:45,903628.0,775091,97863,61392274,a,,Mobile,0
IDYbZsFNO,2017-01-16 17:52:28,3102736.0,794623,2053,27723861,e,Internet Explorer,Tablet,0
IDaQSQYL3,2017-01-13 17:28:46,6738459.0,61315,46450,47079934,e,Mozilla Firefox,Desktop,0
IDp1DEyiG,2017-01-15 18:25:25,2941635.0,464720,73248,13742268,a,Edge,Tablet,0
ID2dzcBSR,2017-01-14 12:27:05,5672234.0,445284,96313,23981625,f,Chrome,Desktop,0
IDxjQTkZB,2017-01-12 21:04:01,44691.0,28125,82877,38492160,c,Google Chrome,Mobile,1
IDLk89efD,2017-01-11 15:06:09,181361.0,222219,17714,29916445,c,Mozilla,,0
IDLHQedBN,2017-01-18 09:50:59,5244965.0,108203,48430,39772159,d,IE,Mobile,1
IDSYIQLWe,2017-01-20 07:37:05,874171.0,511621,40339,71040875,c,Google Chrome,,1
IDwHeEcOB,2017-01-12 11:57:32,6639377.0,746583,6906,99510044,e,,,1
IDdZ4qCHH,2017-01-17 06:47:57,8896401.0,170531,33638,555603,d,InternetExplorer,Desktop,1
IDgr3webS,2017-01-13 11:07:47,7114493.0,337385,11837,56546102,c,Google Chrome,Mobile,1
IDvYbCdqZ,2017-01-18 14:47:11,4153841.0,955538,97863,3156697,b,Firefox,Mobile,0
ID4ig0GKj,2017-01-12 14:17:50,6365226.0,109612,40339,43452411,f,Firefox,Mobile,0
IDExsqifL,2017-01-19 00:29:19,2459862.0,754413,45620,31388981,d,Google Chrome,,1
IDHyUkQ49,2017-01-14 13:17:43,6592011.0,687700,40339,1436904,c,Mozilla,Desktop,0
IDtFv4dE4,2017-01-12 15:08:07,240922.0,820833,904,58604466,b,Mozilla Firefox,Desktop,0
IDUVHmtqx,2017-01-20 12:24:50,9154.0,741612,45620,54630329,b,Firefox,Mobile,0
ID5Hle7zu,2017-01-15 21:12:14,844825.0,156764,33949,48644561,c,InternetExplorer,Desktop,1
IDhFcC7u3,2017-01-13 15:49:43,4594697.0,402614,40339,37135965,c,Opera,Mobile,1
IDCpmkPMF,2017-01-11 08:45:55,7548220.0,266968,30580,91553313,d,InternetExplorer,Desktop,1
IDmq4H28R,2017-01-17 08:50:14,8918378.0,957042,12211,95302954,b,Edge,,0
IDYTjmACj,2017-01-12 08:48:54,5374606.0,793973,30580,555603,b,Edge,Tablet,0
IDDWcXglC,2017-01-10 11:05:53,1729949.0,907899,14822,2835657,b,Edge,Tablet,0
IDzBmajvP,2017-01-20 13:11:08,9963203.0,32738,12211,8730209,a,Mozilla,Desktop,0
IDpFttRhs,2017-01-20 17:07:42,7874198.0,729154,1678,74868704,b,Edge,Tablet,0
IDwEOb9rp,2017-01-13 10:42:45,5804956.0,910164,1678,14334527,b,Chrome,,0
IDJnAzw0R,2017-01-12 18:22:37,9467544.0,890002,54125,56008048,b,Firefox,,0
IDiCStSAw,2017-01-20 16:21:34,6076107.0,766451,33638,13789995,b,Edge,Tablet,0
IDt5FqWSM,2017-01-15 12:46:43,8401324.0,760068,73248,7864011,b,Edge,Tablet,0
IDGKHGWJj,2017-01-15 19:02:23,7810952.0,422054,41706,4000296,d,Google Chrome,Mobile,1
IDbgnD2GC,2017-01-16 19:47:21,8563528.0,420302,19388,95302954,d,Mozilla Firefox,Desktop,1
IDUhYm1Rp,2017-01-11 13:00:38,302846.0,971624,23576,45446370,b,InternetExplorer,,0
IDJNZNCV4,2017-01-12 19:35:46,,363286,8675,43770446,c,Google Chrome,Mobile,1
ID0Ixywhk,2017-01-19 16:59:52,429462.0,811693,34670,20116446,a,Mozilla Firefox,Desktop,0
IDI7N9Cqb,2017-01-13 16:44:38,6915944.0,484712,37815,40464414,c,Google Chrome,Mobile,1
IDZX3TvYJ,2017-01-19 23:43:42,1032579.0,440132,82396,12799637,f,Google Chrome,Mobile,1
IDdnhd9cP,2017-01-18 10:33:41,2473599.0,108170,42227,71040875,b,Edge,Tablet,0
IDbkfmDDN,2017-01-16 13:51:47,7860250.0,582050,50088,7864011,d,Firefox,Mobile,0
IDrp0Hz6s,2017-01-17 16:22:26,2853483.0,949171,82396,9556126,b,Firefox,,0
IDONqK4Dc,2017-01-17 11:33:01,311067.0,98959,904,26391770,b,Firefox,Mobile,0
IDsVChiE5,2017-01-11 14:05:59,528882.0,492465,42227,18243870,c,Google Chrome,Mobile,1
IDSFGZvPf,2017-01-12 10:33:08,,253565,41706,4000296,b,Mozilla Firefox,Desktop,0
IDLbRr0Cc,2017-01-18 00:49:21,2621557.0,454286,42227,7181598,d,Google Chrome,Mobile,1
IDqJqAFCg,2017-01-16 20:15:57,,503312,904,29916445,b,Firefox,Mobile,0
IDIhVgBZj,2017-01-17 14:08:36,6302587.0,32183,40339,43452411,b,Firefox,Mobile,0
IDjvZxm51,2017-01-13 11:37:29,2454741.0,696538,40339,49384126,b,Firefox,Mobile,0
IDx980Rp9,2017-01-13 12:43:39,6885650.0,446083,48498,7864011,b,Mozilla,,0
ID89OuWDb,2017-01-11 14:39:58,4419384.0,19503,34489,81758577,c,Google Chrome,Mobile,1
ID6Hs7e8g,2017-01-14 15:32:33,9780952.0,151593,54916,62201833,a,Google Chrome,Mobile,0
IDXIUSUSP,2017-01-15 11:09:00,6352022.0,264736,97863,56008048,d,Google Chrome,Mobile,1
IDJUHEpWa,2017-01-11 10:52:53,2538052.0,799171,20322,54526992,f,Chrome,Desktop,0
IDLpe2dIr,2017-01-20 12:35:20,1591154.0,631376,1678,76522512,b,InternetExplorer,,0
IDUCUyiAp,2017-01-16 14:18:45,,95136,46450,54630329,a,Firefox,,0
ID5TlzF2z,2017-01-16 11:39:31,7119464.0,934275,50088,57977218,f,Edge,Tablet,0
IDG3xkEWN,2017-01-20 14:31:25,3285844.0,293843,11837,7864011,b,Mozilla,Desktop,0
ID9L7AgH5,2017-01-18 07:53:41,4062020.0,628311,40339,50706198,a,,Desktop,0
ID3vVpUf5,2017-01-15 07:22:51,4858374.0,12685,42227,22339104,b,Edge,Tablet,0
IDZRrgYY7,2017-01-18 07:46:37,9663933.0,260246,11837,95302954,c,Google Chrome,Mobile,1
IDO0IQAlJ,2017-01-16 18:08:36,4951363.0,378427,48430,55420443,a,InternetExplorer,Desktop,1
IDu5SJFid,2017-01-10 15:49:50,2215332.0,646513,65251,57977218,a,Edge,,0
IDDMGeGka,2017-01-11 02:31:51,568520.0,403522,46955,74868704,b,Mozilla,Desktop,0
IDchmU4fE,2017-01-13 09:10:45,1512420.0,812460,34670,48615529,b,Edge,Tablet,0
IDZXEZ6aW,2017-01-16 10:25:16,9992071.0,211578,46450,47276827,c,Google Chrome,Mobile,1
IDpGbXi2V,2017-01-18 17:08:40,5918662.0,308487,17714,26391770,c,Edge,Tablet,0
ID5UbTt7D,2017-01-18 16:40:35,2817379.0,585306,33287,91808273,b,Edge,Tablet,0
IDLd2Jzdk,2017-01-10 18:30:45,1988584.0,200298,80554,26391770,e,Opera,Mobile,1
ID2g6uGYK,2017-01-20 13:46:56,6895988.0,662109,34670,48615529,b,Firefox,Mobile,0
IDQ6zBxyO,2017-01-10 10:59:24,9329942.0,192884,3037,62689217,a,Google Chrome,Mobile,1
ID7GrgdRs,2017-01-11 19:22:02,6612541.0,67224,45620,31388981,e,Mozilla Firefox,Desktop,0
IDD9txV7j,2017-01-19 14:19:17,6162612.0,570431,42227,73900798,d,Google Chrome,Mobile,1
ID0CWeRbl,2017-01-12 17:51:34,226962.0,186675,26162,17488931,b,Edge,Tablet,0
IDjMbKRX3,2017-01-14 15:18:19,4128978.0,141220,82877,33505809,d,InternetExplorer,Desktop,1
IDtr007Gp,2017-01-15 02:28:11,5265100.0,706355,73362,33247409,b,Edge,Tablet,0
IDimhA88P,2017-01-20 15:28:36,612405.0,502589,31365,24374189,c,Google Chrome,Mobile,1
IDIo7RNEt,2017-01-10 14:19:51,600706.0,340497,82396,72161006,b,Google Chrome,Mobile,1
IDbWfgC8a,2017-01-11 11:39:32,3254334.0,842133,97852,7122654,f,Firefox,Mobile,0
ID3YcKUGd,2017-01-11 15:20:16,2981537.0,230326,87895,91808273,b,Mozilla Firefox,Desktop,0
IDWANzCxM,2017-01-14 14:00:26,1132890.0,814288,71441,7122654,d,Google Chrome,Mobile,1
IDFBFywyp,2017-01-14 16:38:38,3228245.0,214149,80554,57977218,b,Mozilla Firefox,Desktop,0
ID4AcSJeM,2017-01-15 19:48:14,4490131.0,140587,5602,48425572,c,,Desktop,1
ID6kVgnUs,2017-01-17 10:50:46,3677066.0,279873,46450,47079934,b,Edge,,0
IDyf4tsww,2017-01-17 13:02:08,5147117.0,57268,33033,36994522,f,Edge,Tablet,0
IDo0mzjkE,2017-01-16 20:48:01,,223811,53956,87807327,c,Google Chrome,Mobile,1
IDQ3gZLQF,2017-01-11 12:53:26,3332252.0,437372,6906,98830533,c,Google Chrome,Mobile,1
IDynvZyQa,2017-01-17 16:41:02,5035823.0,806604,46450,47079934,b,Opera,Mobile,0
IDfqTuJpR,2017-01-12 09:28:10,4800985.0,483437,29183,49777864,c,Chrome,Desktop,0
IDgOuiT3T,2017-01-20 20:39:42,2448098.0,954688,5602,30432082,d,InternetExplorer,Desktop,1
IDIxjk2Aw,2017-01-18 21:04:39,,245194,43612,31533763,c,Google Chrome,,1
IDq8JjY0b,2017-01-13 17:28:42,4449900.0,523538,35368,74868704,c,InternetExplorer,Desktop,1
IDBsowioP,2017-01-14 21:55:52,8257270.0,261461,12052,17581428,a,InternetExplorer,Desktop,1
IDd5515Kb,2017-01-14 02:10:30,,851245,54916,87903766,b,Mozilla Firefox,Desktop,0
IDvVXrg14,2017-01-11 15:09:54,6635072.0,899226,89522,76532649,b,InternetExplorer,Desktop,0
IDJ1LrgUa,2017-01-12 13:26:35,9735429.0,625242,1678,93157824,d,Google Chrome,,1
IDF5yEl4K,2017-01-13 13:31:32,1873831.0,464499,33033,87807327,b,Mozilla,,0
IDoNxdczf,2017-01-17 17:41:11,9270625.0,538054,3037,55358028,d,Google Chrome,Mobile,1
ID31zlUAB,2017-01-15 18:21:11,8004125.0,510582,45620,54630329,a,Edge,Tablet,0
IDyZ04dPm,2017-01-15 18:09:24,9213832.0,61499,21380,41631117,d,InternetExplorer,Desktop,1
IDgAQ316i,2017-01-13 16:18:36,4111561.0,381681,26966,78365183,b,Firefox,Mobile,0
IDaX22BbP,2017-01-14 22:54:20,3003560.0,923930,26962,77896159,c,Google Chrome,Mobile,1
IDPKMWsoy,2017-01-20 11:45:09,5936103.0,916798,36768,47079934,b,InternetExplorer,Desktop,1
ID5JpIUXE,2017-01-14 21:10:50,8965210.0,322445,54125,555603,d,Google Chrome,Mobile,1
IDEuexwSL,2017-01-12 15:35:32,8110373.0,102040,6906,99510044,d,Google Chrome,Mobile,1
IDoMsTD2f,2017-01-16 15:39:17,1003145.0,248241,92902,555603,c,,Mobile,1
ID7zt1h8P,2017-01-13 14:56:57,8964125.0,299826,1678,76464134,b,Safari,Tablet,0
IDf6sVUk0,2017-01-16 17:37:32,4955426.0,565603,35046,15323720,b,,Tablet,0
ID4ZSmGT2,2017-01-14 14:47:22,2392070.0,594646,97863,36994522,b,Edge,Tablet,0
IDHTcCMiH,2017-01-13 10:20:53,4735794.0,212164,48498,30860214,f,IE,Mobile,0
IDR3Y3bii,2017-01-13 09:38:41,473156.0,118442,14960,54692138,f,Firefox,,0
IDFkxxkTc,2017-01-19 16:47:53,4449900.0,367712,35368,74868704,c,InternetExplorer,Desktop,1
IDLXqkc1t,2017-01-19 17:42:55,3888784.0,427252,92902,555603,c,InternetExplorer,Desktop,1
IDdI7ESVB,2017-01-15 17:03:58,4451670.0,355311,5194,30860214,a,Firefox,Mobile,1
IDblzB7Jf,2017-01-15 13:07:20,7863553.0,871912,73362,26461535,c,InternetExplorer,,1
IDhAtbxyM,2017-01-12 17:14:17,9039362.0,598002,64452,87726715,c,Google Chrome,Mobile,1
IDYAEvU7u,2017-01-20 13:30:38,7158768.0,799639,55686,83172146,d,InternetExplorer,Desktop,1
IDxf6CJGD,2017-01-11 12:48:04,8140575.0,859799,33638,555603,f,Internet Explorer,,0
IDixTgkIt,2017-01-19 12:40:02,4374707.0,32206,26162,47079934,d,Google Chrome,Mobile,1
